myFiles,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
0001.png,-12.968888572502088,7.141925289406164,-18.766581807147467,6.446131320391034,-12.533294640295297,6.615205620505474,-11.009279188227248,3.7644191967549125,-12.75825189775717,3.066039800551249,-6.884145447999356,6.0300346516421035,-5.321310836465492,1.4332814104906277,-3.6352488691074156,-1.096109214144197,0.5689667623014043,-0.44665905969389785,3.406512827497852,-2.824727812772549,5.397836171487267,-1.9706068000090347,4.584841395864477,-1.2355339402749295,3.2032598569856616,-11.942420209915982,1.8352923600155182,-3.787078045400885,2.1984873627243275,-0.30256256949922444,-4.745915061451464,1.086290177717654,1.344876860301827,-3.599127484618838,-0.29646843412654955,1.930553643829138,2.0272957455590572,-1.3088093344582956,-5.4749100012202145,0.8625062963794539,0.22918153126803997,-1.090448583229605,0.92601053231611,-1.7348019821468739,1.0434354906088437,-0.33863879687143805,1.7634227195772791,-1.0547726200953405,0.43619811979374346,-2.8559261119907156,1.691154216731319,-2.0780555104153122,1.3311627737935698,-3.2497890091303177,1.2054743974642275,-1.2163324242194182,4.40820753446082,-2.777041798683101,0.7087357128873418,-1.7010148044611118,2.086574214905801,-1.633224627022666,-1.7977924043276943,2.1311251178758233,-1.6652382481674788,0.08974547607624919,0.2945214295652652,-0.4814134639675093,-0.35809581963667025,1.510182386280635,0.19026368453626927,0.37906299339946586,-1.2466373774179464,-0.636446516681603,1.7238068500838275,0.35847436262725463,-2.4345146094777963,0.8054269229427495,0.4957933075179994,3.7076503800959504,-0.9719249974718357,-0.4978390833375609,-1.3069981901445809,0.6602708150191569,2.5123595252557633,-1.8751247422497945,-0.10792063890352545,-0.39606716455496843,2.0438697220723947,0.10316658897750072,0.08674594296636433,1.8965802048456823,-0.18091006889274644,-1.9889733573477935,-1.1969956134026074,1.4533063367121484,1.2647139831948928,2.883356152057392,-0.8275813288577382,-1.045136118803465
0002.png,-15.294329593625392,2.983163867689759,-25.22219080232784,12.705759520095851,-15.778268314191417,4.16320985849388,-8.105525805798633,1.471452952899691,-11.460946237538977,8.551162751497625,1.5525537736653967,5.0002267043608475,7.065403902128211,6.024963971696633,-1.6719486243287431,-0.8425269995257821,3.824899952552672,2.227539764376024,2.2231914045593646,5.551303226023945,-4.612284696821855,-6.3955031976431185,-0.705003464154814,-3.668552977914788,-1.5954204898361115,-6.011507085354496,3.523184420475348,-1.6306092245864172,-2.0918021473779187,-0.2046445987346629,0.910390901116272,-2.469435836623373,7.349235248908988,-2.1777003866925138,-0.6137297983361202,-0.1897047634819049,-2.038607429927251,-3.1804972567431973,-1.82745731045789,-4.404662590967159,0.5957831187699977,-0.10656901192210562,-4.534353937876178,-0.03435622794980723,3.389073342253796,-3.645707143965851,1.1206177731039408,1.068317648826716,2.5466172012520936,1.4600843443316431,-0.38194183634621903,-3.1317688923242146,1.7572522791326195,0.4880286054067995,0.47325458447549995,1.3260202952696516,-1.4149185785570428,-3.11184612200713,-2.2137524638332047,-4.104502966338463,1.379753585372476,-3.439702530668307,-1.3084658026137272,-0.9963251197642631,-2.7485071754160764,0.15689930635401714,0.6910946007106032,0.20979378431909837,0.07015319966599612,2.504810493266019,1.4535570626748502,0.05454720047773453,2.670787984298235,-2.9665210802314412,-0.31010977534144035,0.06727124400771331,-1.243792765924039,-0.35284812730793197,1.2660933238504382,1.4164599837471759,4.085716091896622,-0.3436187191495276,-2.518733526007883,-2.0354497490367716,-1.3913743519654556,-0.8770719969245229,-1.5915823457171145,1.2587244124231864,-1.5947282586470979,4.134491740775282,-3.520985046868429,-0.35831179174852906,-1.2961087520246481,0.4205263612956113,1.3964119669458344,1.9703636192885792,1.1449047292886885,1.3304528691132993,1.1831407435134866,-3.3776977736790004
0003.png,21.851210940567153,17.790093305047385,-4.428865236010559,-5.3046300716779475,-4.487314300649085,22.97650803582379,9.22448085665785,2.4839641363531406,-2.388292637549182,0.19411797849888057,-0.04560273202884725,1.5794756284941103,-4.884802992381499,-3.2891110446672585,6.986075184952004,7.670171003223024,0.7497263038081601,-0.5364934998760895,5.129426386291809,4.09687757963825,0.6238403407458867,-0.8865372913443413,-1.0828840418536445,2.2312945729432365,-1.818438487894145,2.165871363300161,-1.2828864669252686,1.777316337945252,0.6661001699028745,1.1177541203218284,-0.5741090533897392,0.920521716023926,-4.438411411711018,-0.9761391651325386,4.371712791905998,6.068090435630436,1.0831378856623024,-0.9642018635125879,0.19009137674570578,2.352220804333814,2.4674272343492185,0.7036020932832628,-1.0447469653810182,0.5574418518187295,0.11223519278714314,-2.8040717838156017,-1.0105264846793043,-0.9071898649489915,5.105379523295462,0.06866226018249763,-3.152439128950055,-1.2744019214829345,-0.4700951025308442,3.4084861286217865,1.6005516119276793,-2.1982727735264724,-1.8363126869266675,0.08938877110017676,3.0869213143965846,1.6244983710654832,-1.758183873637851,-0.5179697312103293,-0.6036102340702552,0.44142367572398333,-1.8824650644802348,2.576811876458094,0.5173072895275257,0.10805825230321951,-1.2898860174264077,-0.6286545427831691,0.179118319998479,0.27263659976358906,0.9309167343158008,0.061353968482914155,-0.10961981646217779,4.089630824897576,-0.5902210258550694,-0.49204560420163046,-1.4123702451745224,-1.0799252773495325,1.3557607663197944,0.5732443483125782,0.6120221075046792,-1.4046974090710849,0.7439171665860831,0.2892762347220779,0.6980055726215402,-1.1532079451866661,-2.204708633435978,0.07081923046297058,1.1796022072379577,0.14843509427279353,1.0782087288649864,0.19882239917011899,0.6804441329371065,-0.0408828114448156,-0.8216307823652689,0.6873456071003794,1.7443783872558178,0.10115310419837611
0004.png,-9.440869672534486,4.82028791012766,-42.57508352225623,-6.489162447217551,-20.750080265275905,-19.943906205525483,-9.42690862079094,-15.179684927430019,15.775561294497841,5.981251184461279,-16.987895273618463,-0.5905180098216787,2.4676573003875073,-5.009859423403222,7.595526328433148,0.7490532423784718,-0.798722773763814,-9.109957114616765,2.5452741994413315,17.299658390851864,0.15713651423163258,-13.091990982677288,2.9139803421807273,11.71567200664109,-0.0824444637029023,5.776881978761593,0.3256760892388779,-17.853477781767328,-6.099186765409237,-3.9248978927601446,3.189096669834298,-1.06582653319613,-7.406061290984276,5.4739378818567745,3.2054418145301202,-6.544801768576937,7.889374483137182,-2.610122007641001,1.9940948291631404,-4.971121966249419,-1.2588613306904055,-3.337736160149957,-11.024184237448027,-1.080903441870665,-4.957460404345882,-3.3952335570729204,6.225804707116814,-2.841735457910739,0.7459814055912088,-1.8396628140654703,5.88163983936864,2.206920625840024,-4.521819684003965,-6.50381626913401,-2.3648109223392395,1.8723137881639373,2.45812068621819,-4.140673951003795,1.7726359323268255,-0.21623188900327825,1.9191800469420097,0.9657928498957712,8.409779652535862,-1.439530081978808,0.9495492152433087,-1.202366711705112,6.2234535612733355,-1.0836793333224863,-3.7999641529752517,4.456366317062679,-1.046284666364854,0.43064030055918257,0.5044387863585952,2.5426357664847323,-2.5524505117778205,3.500789401491234,1.0836205516530883,-0.21527802753990985,-0.23031247221558507,-6.38457634843072,-0.12941490422563098,-6.8483502811082575,-6.544109041926139,0.9386212125432944,-2.970870598632201,-3.689036637471779,-8.671581742024152,0.32022078518414865,-0.13501120514223558,-1.6453244462888088,1.8006042715526385,4.973838831190605,0.334859584102059,5.026868605067479,1.5079892366576133,-1.6917193111039073,2.5671123244487246,-6.821564434449193,4.353712073787234,2.365082149994922
0005.png,-18.84926829846463,1.1041900551838184,-17.405587245317854,-0.9205432969013531,-4.487646613484053,-4.959585562856368,-11.666878823265098,-6.076166444216106,-0.4153132393099065,1.4893043778520265,-13.426635673415333,-3.74522755526467,0.051481273400317606,5.049617330590836,5.120259264833179,1.599080516841802,3.7437512706055345,-4.02854239202586,5.549421795963414,7.347588350313344,1.1728079144545571,-4.619098359176364,-0.8307266449815565,-1.8631677381772476,-8.083953261434399,-2.9860890318407805,-9.169191466157919,0.9143139259967152,-7.195966546002085,4.547808727055763,-0.9880315787636572,0.0021256452246388247,-3.090445083054949,-7.247787377196524,0.30312267032213136,2.5156838912156383,-1.4216141698830607,0.20370414608727078,-2.0829497939632677,-3.9568251484570944,-4.5065858511719386,-3.514998024483884,-5.357774331887584,-6.147328476248166,4.4495733670142,0.12447852965752648,-0.2860207333095046,-2.5591808148380433,-1.0144460716331782,-0.8286114516909986,0.8067833076375754,-1.2814417369511515,-1.6409213735322503,-2.3682792933489134,2.6401762680167797,1.3097299296306426,-3.9684697330796666,1.903347038082816,-4.863742110241583,5.562162302029272,3.2280853609172717,-0.6709931779566192,0.3764816472692286,-1.7295082328557876,-0.2820512542802808,1.528031178802386,-0.11612738565367176,1.6994705969740675,-2.0834084031491855,-3.99651408735362,-2.102698897974256,-3.19225801920775,-2.158392922208753,-3.3220643064562347,0.16712620923169502,1.8600767686086188,-0.7437610831011294,1.6022157460973696,-0.37668291367643464,0.0726759092509098,1.6535290944976246,5.28156005885111,4.435798544149608,-2.710656598738902,-0.2986805238946176,0.9689916648923189,1.604986031665321,1.301150914921768,-0.7969986623376891,-0.970209103060652,0.6807306022534673,-2.2249160731716455,5.2595301854305525,-2.7523566588833965,3.7095581094680465,-2.098961005431488,-3.801646961142389,-1.355845286705445,-2.1436804764176167,1.419166439658509
0006.png,-8.162782374859507,3.6357171485706927,-3.1121981887366315,2.8171426163632165,17.328843679000645,-0.5332764819874662,-1.582394010353282,5.276418208795137,-19.62382808058706,-3.9918896729391697,-14.641297081783902,-3.7421418543442604,-4.253108566974341,-3.424666685876434,3.0997908767047835,4.632322239939449,15.252182816267641,-13.296353835329173,1.6639924466911165,4.240262639442453,5.872290612885021,-3.0966387344597175,1.2068334275146868,2.8916324401661826,5.413451088487503,-4.062063428021323,-3.021124904573483,-0.6757909988692858,4.318854266904059,7.1533163988833834,1.994305065319419,-10.612677927606088,-1.9976739038544018,2.5600567228306703,4.2879604051899465,-7.211623720734106,-3.050850628227222,1.2459087631983796,0.2567153086616858,-0.15664343124988644,5.282237525702737,-6.963096139169336,-1.816377566350502,2.279563835978535,-7.96684920333586,2.5352019909674426,-1.0298148632556776,3.866343438903728,-0.8984178539625578,11.498981377601567,-1.1679668636369722,-1.0700846903973278,4.470005595420224,-4.2615419195435855,-0.705590892462787,0.3139612823468619,-0.30968643504391064,3.8929372093998245,4.034440635846533,2.583769199759044,-3.3484768331349146,-0.578348356668017,-4.106510807171897,-8.682504289676082,6.184746931391294,-2.6982802600303115,0.9369999125346705,3.7258762865930004,-4.719759072745081,-2.074489395735826,6.758050660504657,0.6018938358910567,5.214755687985471,-1.962619477412437,0.030738890305436167,0.15889541630946222,-4.661058376602992,-5.824588282399378,5.011567215489515,-4.049965817645095,1.4083241093117125,-3.4412863404095573,-2.14652037098774,0.3647316565242925,-2.334549869174687,1.3594028852200255,6.046540137934591,-1.9848809238855991,6.177752028492498,4.999576712056295,-4.427381160045473,5.749658017186248,-2.75459554746241,-1.3982787417753413,-1.887553929301856,-0.2861786663311008,-0.8905210896301035,3.1270440046834094,-2.103994464580248,-0.8132666937732845
0007.png,9.778339150317764,-31.327001696067907,2.8509323081608784,-15.33613079612003,-17.81860878850997,-15.341680412931817,5.255200999732598,3.7003936361400913,4.4958008123638775,-12.47370816160416,-8.117030829542307,-1.0723340552000162,-0.4768587699767621,-11.912975062651128,-1.0067052850859748,-6.79274299324133,-1.130336814389484,-5.347176788509039,-5.129845235025089,1.5751444147932792,5.813331786712302,6.458925548713217,-6.301455170844661,0.936044605528992,-2.4258783037648226,-7.441714448040658,-5.003986441116086,12.736004445129488,-9.242088325993025,4.52609625945139,1.707096131606054,6.0864632862851815,2.6123424907001,-0.6461404979327664,-10.69640080815993,-11.069361244904886,6.040004893069707,0.964182335302589,-4.297685210290023,-7.52249321831322,1.190574124822279,10.147105394703054,2.3002290421839984,0.15524147711662248,-2.7368535187105816,0.2938021936395019,0.301926257090549,-3.6471608692070876,3.065928649148429,-2.682931958361922,-1.463641322125808,-3.6816140572414846,8.090647260074876,11.043323445109662,3.5781423900855187,6.547915173307376,3.388112416493367,-4.691839716525785,2.2032733664032538,-0.36612114678457375,-5.3510482901644885,-0.11248680931865843,-2.6710756890783234,-4.526368526646039,-3.4555293296752003,0.6519634801529185,-0.6605125905142237,3.059623825462757,0.7831460619126686,-3.1217596961781346,-0.24256521532989328,-4.961043767176035,-0.5757594770886045,1.4915915637166774,-1.1104635042943571,-0.8310512366782848,2.056467118843765,-1.233391333620173,1.3808016688815543,0.5673017745885948,-4.799116615188058,1.1732700104578386,-1.5716158921033865,1.6111670108755236,-2.3462663909650066,-2.1888822480487162,-0.4754589063343973,-0.6910702453900207,-2.730224019018043,3.897129853897489,1.7210428390972492,-0.5628352811180757,3.386619980293538,-3.738806682474697,-1.4792096041879568,5.367568209090525,-1.2966819375141885,2.285561947915737,-0.11070051667870684,5.293078968456393
0008.png,-7.653766604142757,10.342943112976231,-21.557067822187108,-12.046022398019705,-2.434619983992717,-5.158410423278681,-6.949590154597246,2.5982256699676722,7.36892744445911,0.22121313849237562,-13.180509387977326,-10.546167989253805,-2.6007350097263067,7.00640115916244,-1.8606121433182383,4.346617143579753,3.332367354598204,-2.795079484652343,-4.978602635175781,8.65181716614122,-11.331704372403452,-17.314899661233234,-1.9658634071566878,-1.3669722911809488,-5.434032454767562,1.3147995651576871,-1.2676204687534183,-4.053903205511636,-3.5991014289400463,-3.350292998513966,2.1492710552555763,2.7967035686474278,4.162666974973677,0.08950249455664777,1.902481708558929,-5.81816749855207,-0.5580093440172496,-5.469149359894902,-0.5771244897195296,-10.854258193913918,-6.564336772694982,-1.6987328535332964,-2.2904552958893647,-10.7515038750088,2.889683698634072,-2.4049517966782328,2.916705283325738,-1.9041420084006122,3.838645435951196,3.87582254264712,-0.3257500915096382,-9.567852218852668,0.22687420139807324,-3.6528572898305667,1.7303723134407065,2.45383540056968,-3.066295537540864,-3.350985388905703,6.865770863128734,6.839041029196987,3.0816643342429786,-1.2022282673261933,-0.7970000506013163,4.2323577157407275,-4.458317448155148,0.5698816200543259,4.1758176394428625,5.771313279203049,-1.3470606001525807,0.5659095899868978,6.272114448834076,-0.9039188706735349,-1.425091103002164,-4.012267604036429,2.5748286581694866,-0.9729787627922217,-1.9806165642937394,1.2517718250331458,2.076413924447653,0.9848223095854471,2.4983912651519358,1.9495263550237727,-0.04772032047723368,-1.2603641047087935,-2.040688635542967,-0.49273629860591434,-1.560915793851764,-1.0292236016500889,-2.253177076484872,-3.933082504638844,-4.5838042206336445,-5.638021685200859,1.3998962572912765,-0.9200825767789312,-3.2603794916827455,-1.0542122858469318,-1.8676261712897257,1.111589965635667,0.44460582296069123,-0.6290068273745041
0009.png,-30.551637657035883,9.816343385790558,-7.652957795329183,-4.694159932357738,11.64768754065477,6.188857053038293,-13.65466930365754,-7.0040578825522415,-5.297101635719362,-0.42733916955852835,3.0637853249414775,-10.76672344103196,1.2432825223230644,-4.0906069563891405,-21.068409526342617,-2.450109144939447,9.31742990850244,4.7821508725236095,-1.4051819307180844,-9.821044296395286,4.9278075724889385,-14.853346907488087,1.4945914424629025,-5.909136054371917,13.08778719699829,-5.7455971338047815,2.1882800223309835,10.47109699629713,7.256185169789638,8.20555894498504,-0.13953372790773044,4.835269197305387,4.725896502726022,-13.170885654435434,4.244762480178153,2.2569062254174863,5.228575051121329,-3.154628938929403,1.1560728662414206,-1.9120150522699662,-9.524004429911775,2.8210255529943833,2.9362019608896786,-1.6514200124815825,2.0118295622798823,8.327907821092573,5.8732978441998664,4.91650373201789,-0.6821544221752908,-10.845872051342136,-1.4178347046721531,1.8709387868920142,-2.599870994210374,0.4139975770004304,-5.391671023174633,2.440651572042386,-4.676517515144623,2.3825854193925897,0.005744776017389326,3.9037523273855106,1.6912537904327847,1.8305854143083093,2.216852033146158,3.1303758228850045,0.029810888639090607,-4.258299441943171,-0.8989231100251471,-2.2171531137091742,-0.9572678146668797,4.840058678235196,0.42411836537797315,-6.51517308475334,1.4414004224221537,1.4419057695447057,-2.6097677212381094,2.6803446919887017,1.9167731421192535,-3.6163214429814787,2.3499129809559505,-2.011143165080725,-4.796255254905147,-0.5436336532522816,1.807105358421273,-0.4141099898550778,0.3338541076924666,-1.765389099601264,-0.18001153590315475,4.73171923245441,2.5747933524778635,0.39040390895909477,6.959508668260232,1.0948701638862368,5.583252158254039,-0.9603283154452585,3.083681329950055,-4.23862910456096,-0.606667094298229,-1.7339902142599448,4.278153330081964,1.123825330987756
0010.png,-12.579211393462863,0.4876273665225401,-23.161747221459652,3.992893196281689,-12.3652360766979,-1.4069315691461945,-16.021766552351217,2.3747213942998093,-0.5225024410802523,2.074254489720438,-9.674064987934182,3.834607530925661,-2.161950993498058,-1.6355619012067293,5.873473584497826,-6.097279634952555,-5.075797080196935,2.1786521381368438,1.4227434577977947,9.3992604702449,-5.7704587526445765,-3.711979931344165,-0.1782790652426612,5.524329281294711,-0.2821543030181433,-9.912136978142252,3.6248925080441485,-1.4200263061781577,-2.527183534854329,-2.8922918641303648,-2.5799159744936935,0.43857859293938234,0.8745597103403526,-2.326312449747451,-3.404559179485915,4.68401437619144,2.8132919387862096,-0.739485941313746,-1.9604110927095344,2.453455386127496,3.448965651194581,-0.5197108732279007,-3.97471364121552,-1.7976676141545136,-0.08239554963305624,-0.9685907410681264,1.7621189048241561,1.1659184153435962,-4.3656196611982105,-0.8518652755803898,1.4373704002558219,3.5871015791852483,2.0092765276826414,1.467564068765631,0.9524545037801242,2.7956258131893157,3.1865951721304353,-1.7233835071577235,-0.670037827033884,-3.069937962259285,3.457396020628225,-2.8347816337088,-0.9455455412302712,4.906778827652465,1.1957281361886005,0.4185572141059435,-0.4283104388872589,0.956700658725768,0.7407458564190201,0.7850656434105547,0.2068528880523144,-1.150411821080216,-0.4424269372620933,0.547185635140094,1.1885780844415912,-0.7300173251258628,-0.7846351921707164,3.8529918539743804,-4.924582827574572,1.5576297521598343,-0.013739489809192339,-3.9343455931484006,0.334774527971401,-2.12175431940634,0.03491241271850709,-0.5003660498802265,0.66277474769086,-1.476621085964394,-1.4029712689853264,0.7811494062659735,-1.9463574300447903,0.7804609379780677,-2.136038608376187,-2.594705569149319,1.4362765796651193,-1.6926958475453526,0.1377316251744704,-0.10191363404390988,-2.0111374273623173,2.2415184920866236
